ObservedBy_Person_ID,Partner_Group,Site_ID,Site_Name,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Patch,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No,NumYs_in_Series,NumDays_in_Series,Multiple_Observers,Multiple_FirstY,Observed_Status_Conflict_Flag
'42761',Saguaro NP,31198,14,32.168808,-110.614059,1319,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171715,-9999,501,Open flowers,2019,8,5,217,2458701,21,2019,8,5,217,2458701,-9999,1,1,0,0,-9999
'42761',Saguaro NP,31198,14,32.168808,-110.614059,1319,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171715,-9999,516,Fruits,2019,8,5,217,2458701,21,2019,8,5,217,2458701,-9999,1,1,0,0,-9999
'42761',Saguaro NP,31199,15,32.169884,-110.613991,1331,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171716,-9999,500,Flowers or flower buds,2019,6,3,154,2458638,14,2019,8,5,217,2458701,-9999,4,64,0,0,-9999
'42761',Saguaro NP,31199,15,32.169884,-110.613991,1331,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171716,-9999,501,Open flowers,2019,8,5,217,2458701,21,2019,8,5,217,2458701,-9999,1,1,0,0,-9999
'42761',Saguaro NP,31186,2,32.159416,-110.611549,1168,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171759,-9999,500,Flowers or flower buds,2019,5,20,140,2458624,14,2019,6,18,169,2458653,48,3,30,0,0,-9999
'42761',Saguaro NP,31186,2,32.159416,-110.611549,1168,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171759,-9999,516,Fruits,2019,8,5,217,2458701,48,2019,8,5,217,2458701,-9999,1,1,0,0,-9999
'42761',Saguaro NP,31185,1,32.157795,-110.609993,1158,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171761,-9999,500,Flowers or flower buds,2019,6,3,154,2458638,14,2019,7,15,196,2458680,21,3,43,0,0,-9999
'42761',Saguaro NP,31185,1,32.157795,-110.609993,1158,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171761,-9999,501,Open flowers,2019,7,15,196,2458680,27,2019,7,15,196,2458680,21,1,1,0,0,-9999
'42761',Saguaro NP,31185,1,32.157795,-110.609993,1158,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,171761,-9999,516,Fruits,2019,8,5,217,2458701,21,2019,8,5,217,2458701,-9999,1,1,0,0,-9999
'43249',Fort Bowie NHS,31339,Fort Bowie National Historic Site,32.156788,-109.452469,1444,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,172139,-9999,500,Flowers or flower buds,2019,8,9,221,2458705,7,2019,8,9,221,2458705,9,1,1,0,0,-9999
'43249',Fort Bowie NHS,31339,Fort Bowie National Historic Site,32.156788,-109.452469,1444,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,172139,-9999,501,Open flowers,2019,8,9,221,2458705,7,2019,8,9,221,2458705,9,1,1,0,0,-9999
'43249',Fort Bowie NHS,31339,Fort Bowie National Historic Site,32.156788,-109.452469,1444,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,172139,-9999,516,Fruits,2019,8,9,221,2458705,7,2019,8,9,221,2458705,9,1,1,0,0,-9999
'31333',Chiricahua NM,31340,Chiricahua National Monument,32.010105,-109.359558,1641,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,172141,-9999,390,Ripe fruits,2019,9,22,265,2458749,13,2019,10,20,293,2458777,7,5,29,0,0,-9999
'31333',Chiricahua NM,31340,Chiricahua National Monument,32.010105,-109.359558,1641,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,172141,-9999,500,Flowers or flower buds,2019,9,29,272,2458756,7,2019,9,29,272,2458756,7,1,1,0,0,-9999
'31333',Chiricahua NM,31340,Chiricahua National Monument,32.010105,-109.359558,1641,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,172141,-9999,516,Fruits,2019,9,1,244,2458728,7,2019,10,20,293,2458777,7,7,50,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,210,Carnegiea,gigantea,saguaro,Plantae,173527,-9999,390,Ripe fruits,2019,6,28,179,2458663,9,2019,7,11,192,2458676,7,3,14,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,210,Carnegiea,gigantea,saguaro,Plantae,173527,-9999,500,Flowers or flower buds,2019,5,15,135,2458619,-9999,2019,6,3,154,2458638,11,3,20,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,210,Carnegiea,gigantea,saguaro,Plantae,173527,-9999,501,Open flowers,2019,5,28,148,2458632,13,2019,6,19,170,2458654,9,4,23,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,210,Carnegiea,gigantea,saguaro,Plantae,173527,-9999,504,Recent fruit or seed drop,2019,7,11,192,2458676,8,2019,7,11,192,2458676,7,1,1,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,210,Carnegiea,gigantea,saguaro,Plantae,173527,-9999,516,Fruits,2019,6,14,165,2458649,11,2019,7,11,192,2458676,7,5,28,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,173528,-9999,500,Flowers or flower buds,2019,6,14,165,2458649,11,2019,8,21,233,2458717,7,11,69,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,173528,-9999,501,Open flowers,2019,7,18,199,2458683,7,2019,8,21,233,2458717,7,6,35,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,173528,-9999,504,Recent fruit or seed drop,2019,8,16,228,2458712,7,2019,9,18,261,2458745,-9999,6,34,0,0,-9999
'43880',Buenos Aires National Wildlife Refuge,31663,BANWR Brown Canyon,31.759956,-111.532883,377,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,173528,-9999,516,Fruits,2019,8,1,213,2458697,8,2019,9,18,261,2458745,-9999,8,49,0,0,-9999
'31333',Coronado NM,31367,Coronado National Memorial,31.346155,-110.253799,1596,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,174277,-9999,390,Ripe fruits,2019,10,13,286,2458770,7,2019,11,3,307,2458791,13,4,22,0,1,-9999
'43572',Coronado NM,31367,Coronado National Memorial,31.346155,-110.253799,1596,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,174277,-9999,390,Ripe fruits,2019,11,24,328,2458812,8,2019,12,29,363,2458847,-9999,6,36,0,1,-9999
'43572',Coronado NM,31367,Coronado National Memorial,31.346155,-110.253799,1596,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,174277,-9999,504,Recent fruit or seed drop,2019,11,24,328,2458812,8,2019,12,22,356,2458840,7,5,29,0,0,-9999
'31333',Coronado NM,31367,Coronado National Memorial,31.346155,-110.253799,1596,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,174277,-9999,516,Fruits,2019,9,8,251,2458735,14,2019,11,3,307,2458791,13,9,57,0,1,OneObserver-StatusConflict
'43572',Coronado NM,31367,Coronado National Memorial,31.346155,-110.253799,1596,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,174277,-9999,516,Fruits,2019,11,24,328,2458812,8,2019,12,29,363,2458847,-9999,6,36,0,1,-9999
'41956',-9999,30426,Brown Mtn ,32.225555,-111.145737,806,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176515,-9999,390,Ripe fruits,2019,6,13,164,2458648,6,2019,7,8,189,2458673,7,5,26,0,0,-9999
'41956',-9999,30426,Brown Mtn ,32.225555,-111.145737,806,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176515,-9999,500,Flowers or flower buds,2019,4,17,107,2458591,4,2019,6,7,158,2458642,6,12,52,0,1,-9999
'41956',-9999,30426,Brown Mtn ,32.225555,-111.145737,806,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176515,-9999,500,Flowers or flower buds,2019,8,12,224,2458708,7,2019,8,12,224,2458708,10,1,1,0,1,-9999
'41956',-9999,30426,Brown Mtn ,32.225555,-111.145737,806,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176515,-9999,501,Open flowers,2019,5,8,128,2458612,5,2019,6,7,158,2458642,6,7,31,0,0,-9999
'41956',-9999,30426,Brown Mtn ,32.225555,-111.145737,806,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176515,-9999,504,Recent fruit or seed drop,2019,6,19,170,2458654,6,2019,7,15,196,2458680,7,5,27,0,0,-9999
'41956',-9999,30426,Brown Mtn ,32.225555,-111.145737,806,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176515,-9999,516,Fruits,2019,5,8,128,2458612,5,2019,7,8,189,2458673,7,12,62,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176524,-9999,500,Flowers or flower buds,2019,4,17,107,2458591,4,2019,6,3,154,2458638,5,11,48,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176524,-9999,501,Open flowers,2019,5,4,124,2458608,4,2019,6,3,154,2458638,5,7,31,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176524,-9999,516,Fruits,2019,5,4,124,2458608,4,2019,6,8,159,2458643,65,8,36,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176525,-9999,390,Ripe fruits,2019,6,26,177,2458661,6,2019,7,9,190,2458674,6,3,14,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176525,-9999,500,Flowers or flower buds,2019,4,21,111,2458595,4,2019,6,14,165,2458649,6,12,55,0,1,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176525,-9999,500,Flowers or flower buds,2019,8,12,224,2458708,7,2019,8,22,234,2458718,7,2,11,0,1,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176525,-9999,501,Open flowers,2019,5,15,135,2458619,6,2019,6,8,159,2458643,6,6,25,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176525,-9999,504,Recent fruit or seed drop,2019,7,2,183,2458667,6,2019,7,15,196,2458680,7,3,14,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176525,-9999,516,Fruits,2019,5,9,129,2458613,5,2019,7,15,196,2458680,7,13,68,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176526,-9999,390,Ripe fruits,2019,6,26,177,2458661,6,2019,7,9,190,2458674,6,3,14,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176526,-9999,500,Flowers or flower buds,2019,4,17,107,2458591,4,2019,6,20,171,2458655,6,14,65,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176526,-9999,501,Open flowers,2019,5,4,124,2458608,4,2019,5,29,149,2458633,5,6,26,0,1,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176526,-9999,501,Open flowers,2019,6,20,171,2458655,6,2019,6,20,171,2458655,6,1,1,0,1,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176526,-9999,504,Recent fruit or seed drop,2019,7,2,183,2458667,6,2019,7,15,196,2458680,7,3,14,0,0,-9999
'41956',-9999,30430,Gates Pass G9,32.222389,-111.123108,820,AZ,210,Carnegiea,gigantea,saguaro,Plantae,176526,-9999,516,Fruits,2019,5,9,129,2458613,5,2019,7,9,190,2458674,6,12,62,0,0,-9999
'45223',-9999,32748,Joseph Wood Krutch Garden,32.231884,-110.950111,741,AZ,210,Carnegiea,gigantea,saguaro,Plantae,181803,-9999,500,Flowers or flower buds,2019,4,12,102,2458586,7,2019,4,19,109,2458593,-9999,2,8,0,0,-9999
'45223',-9999,32748,Joseph Wood Krutch Garden,32.231884,-110.950111,741,AZ,210,Carnegiea,gigantea,saguaro,Plantae,181803,-9999,516,Fruits,2019,4,12,102,2458586,7,2019,4,19,109,2458593,-9999,2,8,0,0,-9999
'46081',Scottsdale Community College - CNUW,33157,CNUW at Scottsdale CC,33.513065,-111.882881,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,185479,-9999,500,Flowers or flower buds,2019,4,30,120,2458604,18,2019,5,9,129,2458613,124,2,10,0,0,-9999
'46081',Scottsdale Community College - CNUW,33157,CNUW at Scottsdale CC,33.513065,-111.882881,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,185479,-9999,501,Open flowers,2019,5,9,129,2458613,9,2019,5,9,129,2458613,124,1,1,0,0,-9999
'46122',Kartchner Caverns SP,33189,Campground,31.834457,-110.350235,1409,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,185600,-9999,500,Flowers or flower buds,2019,6,11,162,2458646,-9999,2019,9,4,247,2458731,-9999,13,86,0,0,-9999
'46122',Kartchner Caverns SP,33189,Campground,31.834457,-110.350235,1409,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,185600,-9999,501,Open flowers,2019,6,25,176,2458660,7,2019,8,20,232,2458716,8,9,57,0,0,-9999
'46122',Kartchner Caverns SP,33189,Campground,31.834457,-110.350235,1409,AZ,1594,Agave,palmeri,Palmer's century plant,Plantae,185600,-9999,516,Fruits,2019,8,28,240,2458724,8,2019,9,4,247,2458731,-9999,2,8,0,0,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188070,-9999,390,Ripe fruits,2019,6,12,163,2458647,3,2019,7,2,183,2458667,80,7,21,0,0,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188070,-9999,500,Flowers or flower buds,2019,4,16,106,2458590,28,2019,5,30,150,2458634,6,13,45,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188070,-9999,500,Flowers or flower buds,2019,6,21,172,2458656,3,2019,7,2,183,2458667,80,4,12,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188070,-9999,501,Open flowers,2019,4,22,112,2458596,3,2019,5,30,150,2458634,6,11,39,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188070,-9999,501,Open flowers,2019,6,26,177,2458661,5,2019,7,2,183,2458667,80,3,7,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188070,-9999,504,Recent fruit or seed drop,2019,5,12,132,2458616,5,2019,7,2,183,2458667,80,14,52,0,0,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188070,-9999,516,Fruits,2019,4,28,118,2458602,3,2019,7,2,183,2458667,80,18,66,0,0,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,390,Ripe fruits,2019,6,15,166,2458650,3,2019,7,2,183,2458667,80,6,18,0,0,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,500,Flowers or flower buds,2019,4,16,106,2458590,28,2019,5,30,150,2458634,6,13,45,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,500,Flowers or flower buds,2019,9,20,263,2458747,80,2019,9,26,269,2458753,-9999,3,7,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,501,Open flowers,2019,4,25,115,2458599,3,2019,5,30,150,2458634,6,10,36,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,501,Open flowers,2019,9,24,267,2458751,4,2019,9,26,269,2458753,-9999,2,3,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,504,Recent fruit or seed drop,2019,5,16,136,2458620,4,2019,7,2,183,2458667,80,13,48,0,0,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,516,Fruits,2019,4,30,120,2458604,2,2019,7,2,183,2458667,80,17,64,0,1,-9999
'46290',-9999,33351,MSGL1,32.343979,-111.213844,661,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188071,-9999,516,Fruits,2019,9,26,269,2458753,2,2019,9,26,269,2458753,-9999,1,1,0,1,-9999
'46081',Scottsdale Community College - CNUW,33157,CNUW at Scottsdale CC,33.513065,-111.882881,384,AZ,210,Carnegiea,gigantea,saguaro,Plantae,188439,-9999,500,Flowers or flower buds,2019,4,30,120,2458604,18,2019,5,9,129,2458613,124,2,10,0,0,-9999
"'46434,43445'",Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190351,-9999,500,Flowers or flower buds,2019,4,27,117,2458601,4,2019,5,17,137,2458621,3,6,21,1,0,-9999
'43445',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,390,Ripe fruits,2019,6,25,176,2458660,6,2019,7,3,184,2458668,12,3,9,0,0,-9999
'46434',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,500,Flowers or flower buds,2019,4,27,117,2458601,4,2019,4,27,117,2458601,3,1,1,0,1,-9999
"'43445,5142'",Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,500,Flowers or flower buds,2019,5,2,122,2458606,2,2019,6,12,163,2458647,7,8,42,1,1,-9999
'43445',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,500,Flowers or flower buds,2019,7,1,182,2458666,6,2019,7,1,182,2458666,2,1,1,0,1,-9999
"'43445,5142'",Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,501,Open flowers,2019,5,17,137,2458621,3,2019,6,12,163,2458647,7,5,27,1,1,-9999
'43445',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,501,Open flowers,2019,7,1,182,2458666,6,2019,7,1,182,2458666,2,1,1,0,1,-9999
'43445',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,504,Recent fruit or seed drop,2019,7,1,182,2458666,6,2019,7,1,182,2458666,2,1,1,0,0,-9999
"'43445,5142'",Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190358,-9999,516,Fruits,2019,5,29,149,2458633,5,2019,7,3,184,2458668,12,6,36,1,0,-9999
'43445',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190365,-9999,390,Ripe fruits,2019,6,25,176,2458660,6,2019,7,3,184,2458668,12,3,9,0,0,-9999
'46434',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190365,-9999,500,Flowers or flower buds,2019,4,27,117,2458601,4,2019,4,27,117,2458601,3,1,1,0,1,-9999
"'43445,5142'",Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190365,-9999,500,Flowers or flower buds,2019,5,7,127,2458611,5,2019,6,12,163,2458647,7,7,37,1,1,-9999
'43445',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190365,-9999,500,Flowers or flower buds,2019,7,1,182,2458666,6,2019,7,1,182,2458666,2,1,1,0,1,-9999
"'43445,5142'",Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190365,-9999,501,Open flowers,2019,5,17,137,2458621,3,2019,6,12,163,2458647,7,5,27,1,1,-9999
'43445',Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190365,-9999,501,Open flowers,2019,7,1,182,2458666,6,2019,7,1,182,2458666,2,1,1,0,1,-9999
"'43445,5142'",Tumamoc Hill,33609,2.0 Tumamoc Phenology Trail,32.219685,-111.004028,818,AZ,210,Carnegiea,gigantea,saguaro,Plantae,190365,-9999,516,Fruits,2019,5,29,149,2458633,5,2019,7,3,184,2458668,12,6,36,1,0,-9999
'46931',-9999,33740,Brushy Canyon,31.522985,-110.488853,1540,AZ,1322,Agave,parryi,Parry's agave,Plantae,192184,1,500,Flowers or flower buds,2019,5,7,127,2458611,16,2019,7,9,190,2458674,-9999,8,64,0,0,-9999
'46931',-9999,33740,Brushy Canyon,31.522985,-110.488853,1540,AZ,1322,Agave,parryi,Parry's agave,Plantae,192184,1,501,Open flowers,2019,6,11,162,2458646,6,2019,7,9,190,2458674,-9999,4,29,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192666,-9999,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192666,-9999,501,Open flowers,2019,4,30,120,2458604,6,2019,5,12,132,2458616,-9999,2,13,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192667,-9999,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192667,-9999,501,Open flowers,2019,4,30,120,2458604,6,2019,5,12,132,2458616,-9999,2,13,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192668,1,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192668,1,501,Open flowers,2019,4,30,120,2458604,-9999,2019,5,12,132,2458616,-9999,2,13,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192669,-9999,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192669,-9999,501,Open flowers,2019,5,12,132,2458616,12,2019,5,12,132,2458616,-9999,1,1,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192670,-9999,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192670,-9999,501,Open flowers,2019,4,24,114,2458598,-9999,2019,4,24,114,2458598,6,1,1,0,1,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192670,-9999,501,Open flowers,2019,5,12,132,2458616,12,2019,5,12,132,2458616,-9999,1,1,0,1,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192671,-9999,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192671,-9999,501,Open flowers,2019,5,12,132,2458616,12,2019,5,12,132,2458616,-9999,1,1,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192672,1,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192672,1,501,Open flowers,2019,5,12,132,2458616,12,2019,5,12,132,2458616,-9999,1,1,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192673,-9999,500,Flowers or flower buds,2019,4,24,114,2458598,-9999,2019,5,12,132,2458616,-9999,3,19,0,0,-9999
'46121',-9999,33816,Kachina Hills HOA,32.316833,-110.896255,853,AZ,210,Carnegiea,gigantea,saguaro,Plantae,192673,-9999,501,Open flowers,2019,5,12,132,2458616,12,2019,5,12,132,2458616,-9999,1,1,0,0,-9999
